Return,Volatility,Sharpe_Ratio,Weight_SPY,Weight_QQQ,Weight_TLT,Weight_GLD,Weight_VNQ
0.08562774271409737,0.12048024332982278,0.37871555910779786,0.1668360380171984,0.11464761263989356,0.3988067592330161,0.2789654066925047,0.04074418341738712
0.0931154609393722,0.1255537252985075,0.4230496611158984,0.21701483051700862,0.18762423373433224,0.2178025587089974,0.19396081950796432,0.18359755753169746
0.12364210013965211,0.13575780079017935,0.6161126627922124,0.26622331719624576,0.2179962523114069,0.29340341990630064,0.06998901103665618,0.15238799954939045
0.07739645504926318,0.12277924995580146,0.30458285958519293,0.21798185545747162,0.1764884720507405,0.11581818368307487,0.23989731116691715,0.24981417764179598
0.06533274548266153,0.12623980673401464,0.20067161173683706,0.1317168873096642,0.27540144241750414,0.06928082529046754,0.32281223164362477,0.20078861333873935
0.12669736737192,0.13665686270014532,0.6344164914875351,0.3454312779471567,0.27390105732619924,0.10022935620113552,0.03884089763587708,0.24159741088963138
0.156086143867696,0.13758461393331178,0.8437436465385858,0.5177100075337596,0.23837973420473135,0.16406906337607813,0.009790170840539925,0.07005102404489087
0.077508331913132,0.13933349882333868,0.2691982346663735,0.10622237838956045,0.3191711405175244,0.0509148290117058,0.19986504618690554,0.32382660589430373
0.10432498147108996,0.1302043193452502,0.49403108740598395,0.22278289033147916,0.254774512992531,0.20793487858809692,0.1683037081926166,0.1462040098952763
0.09194438505763071,0.1383359563577686,0.37549445874571163,0.06794608521051186,0.27378376905161556,0.38665376556976466,0.269689124082481,0.00192725608562687
0.0741891859159457,0.13473625913775392,0.25374896211858444,0.04034804076647595,0.22051760889531807,0.3355290787599135,0.28766065630517246,0.11594461527312006
0.06698065237811547,0.12364991249207904,0.21820195287112587,0.2949315527957885,0.0840524886845375,0.010639650986333744,0.23120296060015022,0.37917334693319
0.1068100547540264,0.12225445738771261,0.5464835898960135,0.35901265891989687,0.2867412823146964,0.07981257189599063,0.26156657887549994,0.01286690799391608
0.09316247239890588,0.1313873619333191,0.4046239426428743,0.20449393804454577,0.3478578561235049,0.038475135145727334,0.21218377441558517,0.19698929627063674
0.09026294339376675,0.12051474329387753,0.4170688334057153,0.2052990804449162,0.03864093167350222,0.41201328543398963,0.19864736350229664,0.14539933894529522
0.052016758559583993,0.1207451799728411,0.09952164187661065,0.11544666345701908,0.15477123143671337,0.17139545337543166,0.3745784618381895,0.18380818989264647
0.11843067819345972,0.1348613513837276,0.5815652697287386,0.2717741854531811,0.13533228213711837,0.3149767555684517,0.04134862622438302,0.23656815061686576
0.10597041031944077,0.1496625213761494,0.4407944601817591,0.10368800752265861,0.26594792627101277,0.3017280213978953,0.08224221176788127,0.246393833040552
0.10864596746809498,0.12167996042525887,0.5641517898936228,0.3450866227843978,0.24793239462521333,0.15089585720264978,0.2404686382937167,0.015616487094022259
0.061355812814694356,0.12384735157221953,0.172436572470757,0.2303500379373403,0.11232563247450408,0.03342475271326749,0.2538139129273802,0.37008566394750797
0.08486789490959701,0.12148209677142899,0.36933750817634353,0.1782527699976904,0.2027789495654783,0.2918540060668931,0.3161961548731853,0.010918119496753097
0.13155899742296615,0.1720197965143535,0.5322584916284699,0.05946361779679272,0.352686344707989,0.43279230551436076,0.0016440254075701952,0.1534137065732874
0.07411918401452229,0.11690703547530867,0.2918488513185199,0.19688111262656394,0.10384727200165374,0.2703122244832892,0.2988072617518808,0.13015212913661237
0.10988447831239637,0.13256088360229584,0.5271877828007026,0.4150219249789434,0.15737122728259212,0.0005414334775344907,0.05791089717341912,0.36915451708751085
0.115615386933248,0.13965616870663006,0.5414396487711911,0.2312293087385584,0.4029178193259225,0.07426272796010176,0.1313857019543791,0.16020444202103812
0.13301057189561566,0.1303509630086058,0.7135395838193775,0.3849163257556823,0.20491024408021685,0.23477893807773503,0.07449942634495844,0.10089506574140743
0.056493777892115994,0.11456398004979004,0.14397001470224516,0.3206090835509415,0.05364098024246638,0.12676246692660392,0.4536332917920768,0.045354177487911505
0.08539517081407376,0.11770390148328579,0.38567260933589337,0.293411918141017,0.06645723517428238,0.21228510117312424,0.21786631869945552,0.2099794268121207
0.07998368192338384,0.12321109813247474,0.32451363983781706,0.219035628865278,0.346367854345215,0.03192354680448412,0.36151261722636896,0.04116035275865371
0.07162470313885669,0.11856281148947444,0.2667337484795071,0.22791958987876318,0.11744723208076181,0.15565374432258186,0.27418250279987055,0.22479693091802264
0.05690998080343589,0.13407980170861672,0.12611877842857194,0.16769023788377568,0.0011159871248875507,0.14934743041841214,0.17106209548172505,0.5107842490911996
0.06936357608881373,0.12793270772338697,0.22952360355182155,0.14118330235698173,0.2921274465339878,0.04577310544106026,0.29447503325485525,0.22644111241311496
0.07199729841527713,0.12080285399757815,0.26487204032380407,0.29194444410350684,0.14555509182161347,0.010244927897208355,0.2582280368191539,0.29402749935851746
0.11263428760842555,0.14982230734721197,0.4848028901336847,0.1157901187398167,0.1697880859792935,0.4403002669162761,0.04024496357461247,0.23387656479000118
0.04816827959136416,0.12955001698222054,0.0630511657322683,0.012881075358053783,0.10410663032359728,0.3173313195288026,0.338414712850537,0.2272662619390094
0.09451012449517161,0.13088078791944532,0.4164868302039989,0.24073246925708636,0.17005912488431904,0.1477642805110539,0.12069343474287424,0.32075069060466643
0.050922080443589784,0.12214122431694492,0.08942173704799306,0.08935560974830474,0.10599109768678276,0.24172079203054814,0.35115592599021067,0.21177657454415358
0.08770043192061563,0.12060558782812554,0.3955076442112557,0.23781285987099304,0.2027506313810798,0.17699565813356805,0.26060013198071824,0.12184071863364089
0.10044701800421676,0.1243347433473603,0.48616353222640957,0.2846987113552063,0.1954930605869045,0.1598631505081037,0.17216824004579961,0.18777683750398577
0.11908262669899021,0.1340193345923722,0.5900837139620544,0.3079003589999161,0.11918101626374283,0.2759397716769324,0.02752844528886367,0.269450407770545
0.13356222228152811,0.17986333180275638,0.5201850835507222,0.02563081384276313,0.5014259122631188,0.3533347775413741,0.05262126989316186,0.06698722645958195
0.07882081787091987,0.12113762044034215,0.320468717561101,0.22121450379474142,0.1956582788586792,0.1251550130621822,0.2655374095329022,0.19243479475149491
0.07167854232964074,0.1256511592571253,0.2521150024952463,0.1745500413783656,0.23550201594289713,0.06810459119760294,0.26605046784234193,0.2557928836387924
